date,category,description,amount,payment_method,fixed,essential,satisfaction
2025-12-01,식비,배달의민족,4000,계좌이체,False,False,1.0
2025-12-01,교통비,GS칼텍스,1300,체크카드,False,False,5.0
2025-12-01,교통비,지하철,4600,계좌이체,False,True,
2025-12-01,쇼핑,ZARA,56000,현금,False,False,3.0
2025-12-01,식비,스타벅스,13000,신용카드,False,False,2.0
2025-12-02,문화/여가,CGV,34000,체크카드,False,False,5.0
2025-12-02,교통비,카카오T,5400,현금,False,True,
2025-12-02,교육,인프런,60000,계좌이체,True,True,
2025-12-02,교통비,지하철,4500,현금,False,True,
2025-12-02,교통비,코레일,5500,신용카드,False,True,
2025-12-02,식비,쿠팡이츠,17000,체크카드,False,False,1.0
2025-12-02,교육,영어 강의,50000,신용카드,True,True,
2025-12-02,교통비,SK주유소,4300,현금,False,True,
2025-12-02,문화/여가,ChatGPT,14000,신용카드,True,False,4.0
2025-12-03,식비,스타벅스,19000,계좌이체,False,False,4.0
2025-12-04,쇼핑,올리브영,62000,현금,False,False,5.0
2025-12-04,쇼핑,ZARA,44000,계좌이체,False,True,
2025-12-04,교통비,GS칼텍스,2500,현금,False,True,
2025-12-05,쇼핑,무신사,23000,계좌이체,False,True,
2025-12-05,문화/여가,볼링장,12000,체크카드,False,False,3.0
2025-12-05,식비,맥도날드,17000,현금,False,False,3.0
2025-12-05,의료/건강,치과,7000,계좌이체,False,True,
2025-12-06,문화/여가,교보문고,22000,신용카드,False,False,3.0
2025-12-06,쇼핑,다이소,35000,계좌이체,False,True,
2025-12-06,식비,GS25,12000,체크카드,False,True,
2025-12-06,식비,스타벅스,6000,신용카드,False,False,2.0
2025-12-06,교통비,SK주유소,3300,체크카드,False,True,
2025-12-07,교통비,지하철,2600,신용카드,False,True,
2025-12-07,문화/여가,볼링장,5000,현금,False,False,4.0
2025-12-07,교통비,SK주유소,5000,체크카드,False,True,
2025-12-07,식비,스타벅스,4000,현금,False,False,5.0
2025-12-08,쇼핑,무인양품,32000,신용카드,False,False,2.0
2025-12-08,식비,GS25,4000,체크카드,False,True,
2025-12-08,문화/여가,CGV,48000,체크카드,False,False,4.0
2025-12-08,식비,맥도날드,18000,계좌이체,False,False,1.0
2025-12-08,쇼핑,무신사,148000,신용카드,False,False,4.0
2025-12-09,쇼핑,네이버쇼핑,144000,계좌이체,False,False,3.0
2025-12-09,식비,삼겹살집,14000,신용카드,False,False,5.0
2025-12-09,교통비,버스,2200,계좌이체,False,True,
2025-12-09,식비,투썸플레이스,25000,신용카드,False,True,
2025-12-09,주거/통신,관리비,50000,계좌이체,True,True,
2025-12-09,교통비,택시,8400,계좌이체,False,False,5.0
2025-12-10,문화/여가,롯데월드,43000,신용카드,False,True,
2025-12-10,쇼핑,ZARA,69000,현금,False,True,
2025-12-10,교통비,택시,5400,계좌이체,False,False,4.0
2025-12-10,교통비,GS칼텍스,6400,현금,False,False,1.0
2025-12-11,쇼핑,ZARA,33000,계좌이체,False,False,2.0
2025-12-11,쇼핑,무인양품,21000,체크카드,False,False,3.0
2025-12-11,쇼핑,네이버쇼핑,82000,현금,False,False,3.0
2025-12-11,교통비,택시,8000,체크카드,False,False,1.0
2025-12-11,식비,쿠팡이츠,17000,신용카드,False,False,4.0
2025-12-11,쇼핑,무신사,5000,현금,False,False,2.0
2025-12-12,문화/여가,PC방,24000,신용카드,False,False,1.0
2025-12-12,교통비,SK주유소,6100,체크카드,False,True,
2025-12-13,쇼핑,네이버쇼핑,82000,체크카드,False,False,2.0
2025-12-13,문화/여가,쿠팡와우,5000,신용카드,True,False,4.0
2025-12-13,식비,맥도날드,11000,신용카드,False,False,5.0
2025-12-13,쇼핑,쿠팡,135000,계좌이체,False,False,5.0
2025-12-14,쇼핑,올리브영,106000,현금,False,True,
2025-12-14,교통비,지하철,8000,신용카드,False,True,
2025-12-14,교육,영어 강의,40000,현금,True,True,
2025-12-14,식비,배달의민족,21000,현금,False,False,2.0
2025-12-14,문화/여가,롯데월드,45000,현금,False,False,5.0
2025-12-14,식비,삼겹살집,22000,체크카드,False,False,5.0
2025-12-15,교통비,지하철,3200,현금,False,True,
2025-12-16,쇼핑,무인양품,28000,신용카드,False,False,3.0
2025-12-16,교통비,GS칼텍스,6300,체크카드,False,True,
2025-12-16,식비,쿠팡이츠,16000,체크카드,False,False,3.0
2025-12-16,식비,김밥천국,14000,계좌이체,False,True,
2025-12-16,문화/여가,넷플릭스,9000,신용카드,True,False,4.0
2025-12-16,교통비,SK주유소,6900,현금,False,True,
2025-12-16,식비,배달의민족,9000,현금,False,False,3.0
2025-12-16,쇼핑,다이소,148000,계좌이체,False,True,
2025-12-16,교통비,택시,2700,현금,False,False,4.0
2025-12-17,식비,삼겹살집,12000,계좌이체,False,False,4.0
2025-12-17,교육,교재구입,100000,계좌이체,True,True,
2025-12-18,문화/여가,유튜브프리미엄,12000,신용카드,True,False,5.0
2025-12-18,문화/여가,볼링장,6000,체크카드,False,False,3.0
2025-12-18,식비,김밥천국,18000,현금,False,True,
2025-12-18,식비,김밥천국,19000,현금,False,True,
2025-12-18,교통비,버스,6100,현금,False,True,
2025-12-18,문화/여가,야구장,30000,체크카드,False,False,2.0
2025-12-18,교통비,코레일,7700,계좌이체,False,True,
2025-12-18,쇼핑,무신사,7000,체크카드,False,False,2.0
2025-12-19,식비,맥도날드,9000,현금,False,False,5.0
2025-12-19,식비,투썸플레이스,20000,현금,False,False,4.0
2025-12-19,문화/여가,CGV,41000,계좌이체,False,False,5.0
2025-12-19,식비,이마트24,20000,신용카드,False,True,
2025-12-19,식비,삼겹살집,11000,신용카드,False,False,1.0
2025-12-19,식비,GS25,17000,현금,False,True,
2025-12-20,교통비,GS칼텍스,7500,현금,False,True,
2025-12-20,교통비,카카오T,3300,계좌이체,False,True,
2025-12-20,쇼핑,네이버쇼핑,89000,체크카드,False,False,3.0
2025-12-20,식비,쿠팡이츠,25000,현금,False,True,
2025-12-21,식비,삼겹살집,9000,계좌이체,False,False,3.0
2025-12-21,식비,삼겹살집,14000,신용카드,False,False,1.0
2025-12-21,식비,구내식당,10000,체크카드,False,True,
2025-12-21,주거/통신,인터넷요금,35000,계좌이체,True,True,
2025-12-21,식비,삼겹살집,19000,계좌이체,False,False,3.0
2025-12-21,식비,배달의민족,8000,체크카드,False,False,2.0
2025-12-21,쇼핑,ZARA,125000,계좌이체,False,False,3.0
2025-12-22,교통비,코레일,7700,현금,False,True,
2025-12-22,식비,배달의민족,18000,현금,False,False,3.0
2025-12-23,주거/통신,도시가스,45000,계좌이체,True,True,
2025-12-23,쇼핑,무인양품,67000,신용카드,False,False,2.0
2025-12-23,식비,배달의민족,22000,체크카드,False,False,3.0
2025-12-24,교통비,코레일,4600,체크카드,False,True,
2025-12-24,식비,배달의민족,10000,현금,False,False,3.0
2025-12-24,의료/건강,약국,22000,체크카드,False,False,5.0
2025-12-24,식비,GS25,16000,신용카드,False,True,
2025-12-25,식비,GS25,23000,현금,False,True,
2025-12-25,식비,스타벅스,4000,현금,False,False,4.0
2025-12-25,식비,투썸플레이스,22000,체크카드,False,False,5.0
2025-12-25,주거/통신,월세,500000,계좌이체,True,True,
2025-12-26,문화/여가,볼링장,21000,체크카드,False,False,2.0
2025-12-27,주거/통신,SKT통신비,45000,계좌이체,True,True,
2025-12-27,문화/여가,멜론,12000,신용카드,True,False,5.0
2025-12-27,식비,삼겹살집,5000,신용카드,False,False,2.0
2025-12-27,문화/여가,CGV,15000,신용카드,False,False,3.0
2025-12-27,교통비,택시,2600,현금,False,False,3.0
2025-12-28,문화/여가,볼링장,24000,신용카드,False,True,
2025-12-28,문화/여가,교보문고,47000,계좌이체,False,False,4.0
2025-12-29,문화/여가,야구장,46000,계좌이체,False,False,5.0
2025-12-29,식비,스타벅스,14000,신용카드,False,False,2.0
2025-12-29,문화/여가,롯데월드,36000,계좌이체,False,False,3.0
2025-12-29,식비,삼겹살집,14000,신용카드,False,False,5.0
2025-12-29,교육,영어 강의,30000,계좌이체,True,True,
2025-12-30,교육,교재구입,50000,계좌이체,True,True,
2025-12-30,쇼핑,ZARA,37000,신용카드,False,False,3.0
2025-12-31,식비,투썸플레이스,13000,현금,False,False,1.0
